plant_id,genotype_name,R01_raceme_start,R02_mean_rate,R03_max_rate,R04_DAS_of_max_rate,R05_main_ext_period,R06_50ht_period,R07_75ht_period,R08_50ht_rate,R09_75ht_rate,R10_max_height,R11_max_height_DAS,R12_extension_days_to_max
BR024-22217,PH22,54.72579861,29.70363483,99.00916752,60.72581019,34.30893242,6.140477268,28.87523148,91.76811108,29.37638788,1439,95.7259375,41.00013889
BR024-22218,PH22,59.79357639,53.26720437,96.00444465,65.7934375,23.93968325,7.317689227,16.27301768,95.11199211,65.0155995,1748,93.79387731,34.00030093
BR024-23111,PH23,59.02612269,45.56933529,92.00106483,65.02612269,24.41115265,5.554352984,18.66666281,114.1447081,49.98215319,1496,89.02614583,30.00002315
BR024-23112,PH23,61.1084838,45.58024865,97.00785943,62.10840278,25.05032407,6.525622254,12.93768775,97.61521204,73.62212001,1562,99.10872685,38.00024306
BR024-23113,PH23,56.2684375,43.10769075,75.98416996,61.26826389,26.92095029,7.662908741,18.97417483,82.80145588,50.76637107,1615,103.2682755,46.99983796
BR024-23114,PH23,59.3921875,37.6940861,90.01041787,65.39179398,31.36301002,6.109225964,19.910464,112.4528711,50.04905964,1538,104.3917824,44.99959491
BR024-23215,PH23,60.51528935,36.5088683,91.99787042,65.51524306,28.49992477,5.371562422,17.37379651,109.9307713,50.17613734,1425,99.54206019,39.02677083
BR024-23216,PH23,60.65978009,60.45137637,94.98021246,68.65969907,26.58831108,10.19778961,18.66512731,88.30344954,71.91218026,2067,104.6596181,43.99983796
BR024-23217,PH23,57.76604167,81.14334645,74.96876302,66.76638889,17.70570309,6.799063172,12.302427,116.4130969,97.11498389,1913,92.76630787,35.0002662
BR024-23218,PH23,59.78207176,61.7842688,84.03988004,60.78159722,18.04828351,6.131847431,11.94199104,103.6392388,78.31608624,1499,93.78237269,34.00030093
BR024-24111,PH24,57.02722222,24.03684805,54.99936343,63.02721065,34.41799018,14.75801467,24.68057967,29.84818824,27.6431919,1267,105.0271528,47.99993056
BR024-24112,PH24,55.10763889,21.81952668,62.00574127,56.1075463,33.28669823,13.28937865,24.61677251,29.15862435,24.34315871,1147,99.10762731,43.99998843
BR024-24113,PH24,53.27664352,32.33940563,86.99496557,56.27664352,23.29047134,6.209114987,12.67642633,67.32038316,49.5013329,1138,95.27666667,42.00002315
BR024-24114,PH24,54.36872685,28.98839519,76.00263898,55.36869213,25.53090625,7.912541233,19.02946018,53.14348294,32.59419838,1099,95.36956019,41.00083333
BR024-24215,PH24,51.59255787,23.47891976,95.01429613,55.59256944,38.28966618,7.214493221,16.5264492,73.60184336,46.04739899,1220,100.592581,49.00002315
BR024-24216,PH24,53.66761574,34.67470086,90.98946881,57.66802083,22.58418907,7.058520806,14.43286503,63.39855223,45.53842904,1139,101.7081019,48.04048611
BR024-24217,PH24,57.73515046,33.04203104,85.0078711,62.73517361,27.79490156,10.76326937,19.00016204,47.56918947,40.31544565,1316,101.771088,44.0359375
BR024-24218,PH24,52.86424769,23.54118907,83.00384277,54.86429398,37.36004997,11.8040811,21.5007917,42.82417205,34.38245485,1235,102.8646065,50.0003588
BR024-25111,PH25,50.02833333,57.01344762,97.00449095,53.02831019,23.07174982,9.81483582,16.74422669,76.31304423,65.87345121,1716,86.02833333,36
BR024-25112,PH25,51.17045139,63.54703244,96.00222227,55.17048611,21.14182124,9.180980703,15.31368855,81.20047565,73.08820446,1795,103.1762384,52.00578704
BR024-25113,PH25,54.21170139,52.67736236,77.00445628,58.21175926,23.66481434,10.80667227,17.38960796,63.75690712,59.66206958,1694,89.2119213,35.00021991
BR024-25114,PH25,49.2846875,63.94186743,99.0206293,54.28462963,18.12271125,8.157842349,13.76607787,80.65858248,70.53570446,1552,82.28479167,33.00010417
BR024-25215,PH25,50.53378472,59.59390971,99.01145966,54.53376157,17.95821092,8.347936292,13.52443329,70.79594037,65.84379402,1498,92.54327546,42.00949074
BR024-25216,PH25,47.64481481,50.9484625,97.99319492,52.64491898,19.11932082,5.967345479,14.62031415,94.26301896,56.06924662,1329,78.6450463,31.00023148
BR024-25217,PH25,49.76690972,66.14073368,97.0291986,53.76657407,20.26436547,10.49075112,15.75480608,72.20645986,71.20049553,1757,99.77380787,50.00689815
BR024-25218,PH25,48.78542824,60.15681286,99.02521475,53.78469907,20.53466501,8.453673375,14.71505975,82.863386,70.31911642,1637,89.78533565,40.99990741
BR024-26111,PH26,43.02966435,34.99586173,88.03974016,48.02939815,35.56420498,6.424153814,22.68732711,111.298705,46.10503453,1624,89.02949074,45.99982639
BR024-26112,PH26,45.1127662,40.46206553,97.07302948,48.11221065,25.12723922,10.7392894,18.20251971,51.72595498,46.35347268,1453,77.11258102,31.99981481
BR024-26113,PH26,46.20211806,25.80622988,80.00370388,47.20207176,43.73362577,14.91897554,23.41791651,43.63570396,40.54587861,1494,104.2053241,58.00320602
BR024-26114,PH26,47.39134259,25.95518167,87.09172856,48.39028935,36.40506209,13.21186039,21.37409578,39.39641994,36.76178905,1361,99.34778935,51.95644676
BR024-26215,PH26,42.57885417,28.04002178,80.01852281,47.57883102,47.38940685,12.23543301,19.83585316,63.42235698,56.53903519,1682,93.57915509,51.00030093
BR024-26216,PH26,46.67324074,39.44195758,89.01751502,49.67269676,27.07776352,15.24967593,22.38670102,39.60739906,39.93442354,1460,82.67280093,35.99956019
BR024-26217,PH26,45.73077546,38.10065268,89.98958454,48.73049769,29.36957562,14.42376824,23.31536367,44.30187656,40.2738732,1500,90.7303588,44.99958333
BR024-26218,PH26,46.78079861,30.40677481,92.00532438,48.77993056,35.28161097,12.28831414,21.56812919,48.17585171,41.38050139,1502,89.77982639,42.99902778
BR024-27111,PH27,53.03052083,35.54208069,96.00111112,57.03055556,37.36978742,9,18.08069556,81.88888889,61.19786687,1778,105.0304745,51.9999537
BR024-27112,PH27,53.14777778,69.61803369,80.98875156,61.14799769,21.27178723,8.86828551,15.18779225,96.12906565,81.99019185,1871,82.14806713,29.00028935
BR024-27113,PH27,54.2034838,64.47263516,87.00100696,60.20369213,18.24805202,6.781536926,12.16871635,97.10188224,80.71927814,1595,82.20375,28.0002662
BR024-27114,PH27,53.29636574,61.7101841,98.02269044,57.29616898,18.72462409,6.695168356,12.80117595,95.21791926,75.09075757,1595,104.2961343,50.99976852
BR024-27215,PH27,52.59369213,58.55505192,91.97870863,58.59394676,18.29218769,6.166859568,12.04191889,97.86180362,74.3859852,1469,89.5937963,37.00010417
BR024-27216,PH27,52.67385417,56.7991858,96.00888971,59.67394676,23.15174032,8.484004256,15.69509217,86.6336199,69.92631761,1750,92.6737963,39.99994213
BR024-27217,PH27,49.70827546,70.35017744,94.9901052,50.70837963,13.67160731,4.936186712,9.847011054,113.6504822,82.41079405,1302,89.70847222,40.00019676
BR024-27218,PH27,52.87465278,64.83847296,99.96182014,56.87545139,17.10404254,6.992473841,12.39336268,87.6656837,74.47534811,1540,91.84349537,38.96884259
BR024-28111,PH28,44.03239583,29.95449753,90.98736287,46.03265046,26.19973843,14.51975694,21.17284188,31.9564578,31.38454459,1102,75.03211806,30.99972222
BR024-28112,PH28,46.09280093,32.18194278,9.000520863,57.09259259,38.92244817,14.87463976,27.81622323,48.33730509,37.83763134,1634,105.0811227,58.98832176
BR024-28113,PH28,44.17506944,42.69513246,92.99784727,47.17487269,25.44786577,13.46350281,19.9062519,46.68175948,45.95289985,1445,80.21238426,36.03731481
BR024-28114,PH28,53.29148148,33.76064234,63.01385721,54.29126157,37.48447636,15.49978588,28.07293475,45.90385993,37.67863992,1685,102.291331,48.99984954
BR024-28215,PH28,47.50699074,51.96256802,91.00315983,48.50695602,19.40435276,7.639686904,13.77559755,72.97419475,60.92294705,1427,102.5069792,54.99998843
BR024-28216,PH28,50.66891204,52.41425533,78.99725704,51.66894676,17.73754094,8.575184896,13.97545631,60.69839966,55.54380357,1323,78.66921296,28.00030093
BR024-28217,PH28,39.71771991,56.00947746,92.01810541,47.7177662,23.78526029,8.945350235,16.33328704,83.28349147,68.08182563,1768,77.71780093,38.00008102
BR024-28218,PH28,48.86336806,62.82576412,87.99185261,53.86324074,18.35075174,7.011553293,12.99590856,93.63117879,74.38879669,1541,100.8630903,51.99972222
BR024-29111,PH29,53.03321759,21.42201051,9.99942133,64.03328704,37.92361132,20.2153433,30.09623431,19.49014637,21.78013346,1346,102.0332523,49.00003472
BR024-29112,PH29,56.10643519,34.50526206,61.01271098,60.10625,31.11699306,15.15121224,24.35802407,37.78575541,36.36378703,1553,103.1065046,47.00006944
BR024-29113,PH29,54.22100694,34.82543662,47.00707282,54.22100694,27.25019676,13.26532407,20.41169718,38.67225536,38.48283624,1390,89.22125,35.00024306
BR024-29114,PH29,62.2930787,20.50483558,32.99885421,77.29310185,32.88004907,16.35483423,24.05282407,19.50493631,22.49216135,1188,104.2928356,41.99975694
BR024-29215,PH29,52.51190972,22.37193605,43.99796306,52.51190972,39.64341745,19.31959748,30.53947277,24.14646581,23.87893221,1351,104.5118403,51.99993056
BR024-29216,PH29,52.60186343,41.6889164,57.99261668,54.60200231,26.54422556,12.36393203,18.72656205,49.5796967,49.20817806,1534,93.60225694,41.00039352
BR024-29217,PH29,51.70283565,38.35627637,56.00583394,60.7027662,26.67360069,13.38237983,19.03401395,42.40650819,44.7751064,1439,97.70299769,46.00016204
BR024-29218,PH29,54.86208333,29.10909524,66.97519437,62.86354167,34.48406732,13.93358468,26.00084491,38.39643655,31.84511899,1472,97.86366898,43.00158565
BR024-30111,PH30,59.034375,69.11463582,97,60.034375,19.92631494,7.333371914,13.71518519,106.090351,84.03094704,1798,104.0342014,44.99982639
BR024-30112,PH30,58.14459491,75.65286172,96.98877445,67.14472222,18.51483167,6.788363051,13.07958111,118.9535672,90.08316016,1783,88.14472222,30.00012731
BR024-30113,PH30,54.22211806,38.61013389,90.01562771,62.22203704,32.10038079,7.744407793,13.28750637,91.54993112,78.30664169,1626,103.2247685,49.00265046
BR024-30114,PH30,58.39480324,63.72408553,95.930051,59.39553241,20.02539525,7.282217277,13.5317491,100.5874958,79.23957146,1659,89.39542824,31.000625
BR024-30215,PH30,54.51298611,62.19822809,91.99041766,59.51310185,20.46682099,8.67997963,15.1397258,84.44720279,70.70801773,1650,99.53984954,45.02686343
BR024-30216,PH30,55.60408565,60.33769912,89.01133246,55.60408565,15.36187182,6.843537521,11.62042056,77.51838846,66.97261909,1291,77.60438657,22.00030093
BR024-30217,PH30,58.73283565,70.27126593,85.98905232,68.73309028,18.65912023,7.639099473,13.02196783,96.87005682,84.24226003,1728,82.73313657,24.00030093
BR024-30218,PH30,53.86655093,63.73000352,95.98889017,64.86699074,17.73575926,7.138352172,12.94297521,93.50897573,73.92040737,1457,91.83527778,37.96872685
BR024-31111,PH31,52.03549769,44.03792945,97.99886575,55.03550926,30.63949683,8.948231362,20.31441196,83.87132268,55.36709613,1797,103.0353588,50.99986111
BR024-31112,PH31,49.15398148,69.43449297,96.99663206,55.15403935,22.61700104,9.876586282,16.67595593,90.71960436,79.00596555,1986,86.15424769,37.0002662
BR024-31113,PH31,51.22667824,46.43076411,84.99409763,55.22663194,26.29506586,11.050807,19.00585405,61.57921319,53.5755982,1651,88.22666667,36.99998843
BR024-31114,PH31,53.3768287,51.49660657,92.04474397,58.37615741,22.23835853,9.147898663,16.77638741,69.3055338,56.83583579,1578,82.37645833,28.99962963
BR024-31215,PH31,49.57760417,62.45039436,99.02406835,51.57747685,25.52105581,9.954952667,17.12786391,91.71314325,78.14751489,2002,92.57792824,43.00032407
BR024-31216,PH31,51.66563657,48.22574968,98.98739744,55.66576389,24.73574818,6.891219878,17.36876167,98.74884448,57.61780943,1581,87.66563657,36
BR024-31217,PH31,54.7783912,44.55854257,93.02045589,58.7784375,24.34774428,10.91882738,17.46137628,55.36308788,51.8143579,1501,101.9050463,47.12665509
BR024-31218,PH31,50.88337963,63.40897356,99.0057295,54.88290509,21.22254824,9.091695698,15.81551325,82.32787643,70.92719548,1793,81.88378472,31.00040509
BR024-32111,PH32,50.03655093,78.13591847,93.0010764,51.03653935,17.92133538,7.764317708,13.76709872,103.2286455,85.40288871,1797,73.03649306,22.99994213
BR024-32112,PH32,50.09363426,72.12004147,92.97632547,55.09384259,19.96671065,8.642992725,15.21309377,93.94893943,79.17521698,1870,77.09387731,27.00024306
BR024-32113,PH32,55.22440972,72.99005396,92.98278097,57.22447917,21.89476392,8.446088927,15.52215788,104.4862312,85.66785688,2089,83.22467593,28.0002662
BR024-32114,PH32,51.2825463,67.17585261,88.99381987,56.28265046,23.90442306,9.142632275,17.06240162,99.42432033,78.79898914,2042,82.28258102,31.00003472
BR024-32215,PH32,52.53266204,69.73751659,95.68327066,57.53604167,21.86627908,8.069774232,14.72552762,106.1367983,86.53340194,1971,81.53284722,29.00018519
BR024-32216,PH32,50.65853009,72.95253142,97.97732006,54.65856481,18.96301572,7.666859568,13.65485901,102.3887281,84.87821071,1796,85.65856481,35.00003472
BR024-32217,PH32,50.77385417,86.0116111,95.01979579,57.77376157,19.30785831,8.699914352,14.53558614,110.7482167,96.26374789,2043,84.77402778,34.00017361
BR024-32218,PH32,48.88635417,42.03876808,95.03629859,49.88597222,29.54177909,11.83688884,19.81697507,58.58803014,52.29102808,1671,81.88709491,33.00074074
BR024-33111,PH33,46.03833333,36.98636312,96.9943869,50.03766204,39.73085959,10.73685793,26.22546131,77.07096485,46.85332264,1905,102.0376852,55.99935185
BR024-33112,PH33,47.09728009,42.1087367,85.99402819,50.09696759,29.6921755,10.2497772,22.46218403,70.19664779,46.80088093,1627,105.0855556,57.98827546
BR024-33113,PH33,50.23592593,30.7469921,76.00791749,52.2358912,25.60575673,10.29561369,19.9252338,43.17372557,33.06109262,1157,102.2393981,52.00347222
BR024-33114,PH33,50.4006713,30.96107168,83.52590384,51.394375,33.95554298,12.79094923,25.08358576,45.38365289,34.8734032,1477,104.3939815,53.99331019
BR024-33215,PH33,56.5162963,32.13377354,80.99062608,59.51642361,33.9300331,11.63518675,21.6640162,52.89988148,42.10899731,1487,99.54315972,43.02686343
BR024-33216,PH33,48.65539352,39.58505791,91.00210653,50.65521991,35.65739384,16.98906388,25.769485,47.64829925,46.01372514,1805,104.6552199,55.99982639
BR024-33217,PH33,49.73393519,30.57751485,92.98816123,50.7340625,42.06031806,12.79181568,23.64120932,55.85602683,45.33397533,1729,104.7340625,55.00012731
BR024-33218,PH33,50.79130787,47.83123917,98.02382524,53.79068287,26.19626884,8.737689929,17.65400196,82.97387592,59.75982117,1620,87.79200231,37.00069444
BR024-34111,PH34,54.03883102,56.31534814,97.99773153,58.03880787,23.07363877,9.312463831,16.88371555,77.85265137,64.20387722,1736,89.03884259,35.00001157
BR024-34112,PH34,57.14582176,43.90027006,88.98867042,61.14575231,27.56019492,12.67576164,20.08604727,53.13290193,50.22142915,1641,100.1513889,43.00556713
BR024-34113,PH34,53.26484954,59.87771376,62.99270918,53.26484954,21.14810203,8.146390286,15.61336411,87.33929692,67.77847442,1687,89.26480324,35.9999537
BR024-34114,PH34,54.38466435,56.21107998,95.97889353,60.38528935,27.21705401,10.81583181,18.6893945,81.13106929,68.76894809,1931,94.3850463,40.00038194
BR024-34215,PH34,50.58240741,56.83248284,77.99097327,50.58240741,21.40149329,9.639312554,16.38322994,71.94496455,62.2740451,1607,90.5824537,40.0000463
BR024-34216,PH34,61.67508102,82.9300548,83.98444732,62.6752662,19.24633963,7.361348895,13.58298637,119.6112306,97.75096311,2089,87.6749537,25.99987269
BR024-34217,PH34,52.73601852,57.17295645,94.99340324,53.73608796,23.63005316,9.000358796,16.44032083,83.44111796,68.49014757,1800,95.73636574,43.00034722
BR024-34218,PH34,52.78385417,61.57337477,99.0206293,58.78396991,18.70613726,6.986327921,13.30809473,92.03690512,72.21168917,1572,79.78454861,27.00069444
BR024-35111,PH35,59.03993056,24.46927088,98.0034029,61.03989583,29.47778884,5.950000579,21.79758446,68.99158993,27.74389984,1077,105.0398032,45.99987269
BR024-35112,PH35,60.15055556,38.03933474,99.98611304,61.15069444,15.91510483,4.454643308,10.01607658,76.10036911,50.46886335,966,90.15084491,30.00028935
BR024-35113,PH35,58.27532407,40.78114757,87.98676125,62.27554398,22.23576466,6.840939604,16.11119084,74.55116249,47.04804303,1292,100.2754051,42.00008102
BR024-35114,PH35,58.39259259,25.5858439,97.930859,59.39329861,26.55765441,3.956064009,21.59114236,99.46755136,26.50392418,1015,102.3932986,44.00070602
BR024-35215,PH35,56.58782407,46.68201294,87.9806524,60.58778935,21.28014491,7.191427305,15.63185705,77.73143999,53.12868443,1386,83.588125,27.00030093
BR024-35216,PH35,56.60644676,31.65215697,92.03302111,59.60622685,24.98091997,10.09380172,19.1772385,44.13599675,34.48098119,1163,102.6064931,46.0000463
BR024-35217,PH35,57.71209491,27.06909215,84.99114676,61.71217593,30.18202441,7.361201775,20.35738591,61.53886469,33.42767106,1210,102.7122106,45.00011574
BR024-35218,PH35,62.87947917,31.08206682,84.93708364,66.87913194,28.71430671,11.1526699,20.91598235,44.33915865,35.53502712,1295,104.8785995,41.99912037
BR024-36111,PH36,51.04097222,59.05943926,99.9942133,54.04104167,24.9900781,10.50894562,17.68028626,79.88432238,69.97907059,1891,89.04106481,38.00009259
BR024-36112,PH36,51.10185185,58.67232542,95.005498,53.10184028,22.16377126,10.09673163,16.57793364,73.48912768,65.81037321,1696,86.10211806,35.0002662
BR024-36113,PH36,51.21515046,73.86941053,94.01196912,56.21496528,19.32599691,8.932525025,14.99167911,91.12764842,79.87764355,1834,80.25013889,29.03498843
BR024-36114,PH36,53.37571759,40.47912291,92.00106483,55.37533565,32.37224292,11.05857298,18.58920579,66.55469933,58.90515241,1736,89.37569444,35.99997685
BR024-36215,PH36,49.50972222,58.33707803,86.00497714,50.50966435,24.07902568,10.1917201,16.9669356,78.05355643,69.32601312,1823,81.50976852,32.0000463
BR024-36216,PH36,51.66673611,64.21573694,87.99592611,52.66678241,20.2831901,9.82742319,15.62053737,75.35037269,69.89196174,1705,80.66695602,29.00021991
BR024-36217,PH36,50.76346065,73.96501455,96.96745305,55.76347222,20.48400868,9.161440527,15.46325555,95.12696147,82.37269286,1909,78.76380787,28.00034722
BR024-36218,PH36,49.88047454,41.75606088,99.01260577,51.88104167,26.68594634,11.39486556,17.54013057,56.82383846,53.54863216,1467,85.8812037,36.00072917
BR024-37111,PH37,51.07734954,44.67520934,88.99896992,52.07736111,34.57846136,10.37023448,17.82608444,86.7868515,73.09513227,1912,89.07765046,38.00030093
BR024-37112,PH37,50.09141204,67.66988622,81.00562539,56.09153935,24.25155548,9.373065476,16.91400648,98.740375,81.16054594,2089,85.09193287,35.00052083
BR024-37113,PH37,49.22346065,53.19232253,95.01429613,50.22331019,25.08068715,8.956737009,16.42259817,84.2382666,68.00081134,1749,92.22344907,42.99998843
BR024-37114,PH37,53.38613426,39.56325072,93.96737244,57.3859838,32.45436047,7.835818913,19.17503957,93.92764281,56.24499476,1670,104.3858102,50.99967593
BR024-37215,PH37,49.52233796,25.90518914,99.9965279,52.52228009,41.30446584,19.12961806,28.73774612,32.30592468,31.33509484,1430,95.5224537,46.00011574
BR024-37216,PH37,50.66341435,76.94371316,97.99886575,51.66342593,18.17822331,7.378399068,13.31388621,108.0857775,88.12227939,1803,94.66350694,44.00009259
BR024-37217,PH37,48.70746528,53.80540047,98.02836469,49.70717593,24.99749074,8.9747364,17.4671753,87.91344556,65.0648992,1690,90.70726852,41.99980324
BR024-37218,PH37,50.86811343,67.50115419,98.01247844,51.86798611,19.84706804,8.427598193,14.72973422,91.42581105,76.46098588,1723,85.868125,35.00001157
BR024-38111,PH38,50.07767361,68.4529458,93.97607091,55.0778588,17.029216,7.183901484,12.80326414,93.61208551,76.60155954,1533,79.07791667,29.00024306
BR024-38112,PH38,55.16826389,55.18730726,92.01171445,64.16815972,22.38195812,9.055461034,16.42252146,78.18486517,63.17543885,1618,92.17005787,37.00179398
BR024-38113,PH38,49.26717593,40.79306414,94.99340324,49.26717593,25.59258595,6.922032516,13.78270733,86.10187812,63.55790479,1420,102.2672685,53.00009259
BR024-38114,PH38,53.37461806,43.30337938,79.97130659,57.37443287,25.2820915,7.861261396,14.74993634,79.63098649,62.30535364,1472,89.37458333,35.99996528
BR024-38215,PH38,50.54040509,40.91759317,94.00761636,51.54032407,26.00592844,6.861595964,12.72829547,91.59676601,70.76752755,1389,85.54048611,35.00008102
BR024-38216,PH38,50.66230324,37.8862459,88.02445124,53.66210648,22.71008857,5.951686828,18.0263898,87.0341493,40.60713254,1156,79.66259259,29.00028935
BR024-38217,PH38,52.76420139,42.84037698,98.98968857,56.76467593,23.7743006,7.093524404,12.30490035,83.52688541,69.78926893,1365,88.76462963,36.00042824
BR024-38218,PH38,54.78060185,46.30456899,99.02177562,57.78085648,29.88258028,10.63415695,20.33711127,74.71208141,57.17380334,1773,95.78090278,41.00030093
BR024-39111,PH39,50.07875,66.0590096,94.00435205,53.07871528,24.22076882,10.53718612,18.03076861,84.65258087,74.01237455,2070,81.07907407,31.00032407
BR024-39112,PH39,52.10078704,71.34094874,89.99270892,58.10091435,18.67510909,8.58324267,14.18441072,86.85528636,78.41355006,1767,92.10103009,40.00024306
BR024-39113,PH39,51.17534722,61.27942682,97.01010522,53.17512731,22.007386,8.793574184,15.3846786,86.76790393,73.38469848,1764,95.18116898,44.00582
BR024-39114,PH39,50.37248843,64.73045763,99.03668025,54.36575231,16.44357292,7.602516276,12.3301657,79.71045086,72.38345549,1446,80.39318287,30.02069444
BR024-39215,PH39,50.53709491,64.35888096,99.01031357,54.53707176,16.86480535,7.325822781,12.48842566,85.04164224,73.02761974,1456,92.54658565,42.00949074
BR024-39216,PH39,53.64130787,77.6542188,88.01120513,63.64163194,18.68668596,8.539576412,14.468402,95.02813265,83.71691633,1899,97.6415162,44.00020833
BR024-39217,PH39,50.72806713,74.9239614,84.00680611,51.72798611,20.18980272,8.688394391,15.19620695,96.16276177,82.8331704,1993,81.72828704,31.00021991
BR024-39218,PH39,49.87670139,70.4121765,95.96334733,55.87728009,21.09436285,8.60287037,15.57147825,96.07258559,79.5203885,1947,92.87793981,43.00123843
BR024-40111,PH40,45.07976852,30.55488268,99.9918988,46.07984954,29.69083565,18.57792593,24.51480545,28.2055167,31.14444459,1258,102.0800579,57.00028935
BR024-40112,PH40,42.1721875,36.4306806,94.6705833,43.16510417,29.10733433,14.5292745,22.43390353,42.53481479,39.8726864,1406,81.16502315,38.99283565
BR024-40113,PH40,44.21847222,43.77083415,99.97454352,45.21872685,25.71118467,11.3998912,20.07501939,57.10580815,47.19796189,1486,102.2219329,58.00346065
BR024-40114,PH40,41.38453704,40.32425904,88.05911376,42.38386574,27.5392537,14.95940866,21.04803826,43.88542456,44.67162158,1435,86.38392361,44.99938657
BR024-40215,PH40,44.59077546,41.61225525,90.01979602,48.5903125,31.57483275,8.422694979,14.6005088,88.98577022,75.49394442,1711,97.59074074,52.99996528
BR024-40216,PH40,42.64380787,39.83955199,93.97607091,45.64402778,26.24778512,12.61665876,20.53417877,46.96172032,42.64840634,1433,75.64395833,33.00015046
BR024-40217,PH40,44.73798611,43.36868368,83.99611129,46.73800926,21.82450376,9.190393348,15.9121949,58.81141095,49.91454698,1315,90.73746528,45.99947917
BR024-40218,PH40,42.79583333,45.53412683,89.00618098,45.79559028,21.23681878,9.398481481,15.82786077,59.4776934,51.42830176,1320,86.79474537,43.99891204
BR024-41111,PH41 ,48.0808912,66.08536374,97,49.0808912,20.50681003,7.333568673,14.63839835,103.6330379,77.33086457,1788,80.1227662,32.041875
BR024-41112,PH41 ,46.1565625,67.69124671,98.00794046,47.15648148,19.96269925,9.901285342,15.73797178,77.21219757,71.88029156,1767,71.15637731,24.99981481
BR024-41113,PH41 ,47.27788194,54.8546701,73.99743064,47.27788194,24.40448548,8.124822049,17.98338372,91.75585576,62.07118846,1783,79.27760417,31.99972222
BR024-41114,PH41 ,48.3962963,42.52549125,74.02827469,49.39591435,30.06667207,8.676466163,17.40282022,85.86445057,61.972714,1634,92.35376157,43.95746528
BR024-41215,PH41 ,47.5799537,71.19421005,91.00105325,53.58,18.07871734,6.584627755,11.62502025,109.2696545,92.40844114,1719,74.64295139,27.06299769
BR024-41216,PH41 ,46.64708333,43.53219118,91.00631988,47.64701389,29.4058251,11.70008681,20.5197989,63.97388433,52.66864482,1629,102.6473495,56.0002662
BR024-41217,PH41 ,44.77563657,82.20388349,98.99770839,45.77565972,15.10999173,6.33475801,11.10528352,112.7904174,94.03181814,1619,81.77519676,36.99956019
BR024-41218,PH41 ,46.88234954,64.19732773,86.98993172,53.87917824,24.54930845,9.122188947,16.36925364,99.09902166,80.88334565,1980,78.87982639,31.99747685
BR024-42111,PH42,70.08212963,70.34084705,98.0034029,77.08230324,22.51749967,8.818995404,16.54671602,100.1814787,79.84968125,2051,102.0822685,32.00013889
BR024-42112,PH42,64.14678241,79.83239626,90.00833411,66.1468287,18.53508186,7.422275856,13.51159433,113.5096588,91.82854146,1893,89.14693287,25.00015046
BR024-42113,PH42,69.21393519,73.25704667,90.98841583,82.21418981,21.7003015,8.694709599,15.92801595,103.5687264,83.57914787,2023,95.21696759,26.00303241
BR024-42114,PH42,70.37329861,65.86237957,97.50564269,75.37336806,22.11884857,8.070731932,15.78120856,99.61921753,76.80020165,1932,103.3735995,33.00030093
BR024-42215,PH42,78.57813657,69.52262553,93.98259582,90.57806713,20.41925185,8.037410012,14.76387201,96.29967849,79.7555004,1914,104.5780671,25.99993056
BR024-42216,PH42,74.71642361,61.51059407,95,79.65769676,22.16853894,8.973932029,14.75871848,83.57540458,76.80206118,1834,104.6574074,29.9409838
BR024-42217,PH42,68.77171296,81.73396121,98.02949962,76.77171296,18.79267782,7.071708003,14.02118512,119.3488192,91.0408064,2030,92.77184028,24.00012731
BR024-42218,PH42,63.85913194,61.56686685,89.05256575,76.85956019,21.74708684,10.56032342,15.76843729,70.68912288,70.82185631,1781,94.85983796,31.00070602
BR024-43111,PH43,61.0830787,72.02586696,91.97445154,63.08332176,22.66824502,9.132991446,16.0449692,100.6789512,85.08897603,2083,99.08331019,38.00023148
BR024-43112,PH43,57.09814815,32.94968169,99.00687548,62.09793981,33.41155191,6.150032407,20.90177259,98.94256805,43.83599506,1531,105.0866667,47.98851852
BR024-43113,PH43,67.23260417,73.10560436,99.98611304,69.23259259,18.49926571,8.449949314,13.96299858,89.23130448,80.78493985,1796,92.23277778,25.00017361
BR024-43114,PH43,53.3872338,70.13553488,92.00319456,55.38685185,22.41517089,8.118720238,15.73230502,109.4384304,83.63364418,2009,89.38722222,35.99998843
BR024-43215,PH43,59.50667824,64.27183465,89.00206023,60.50665509,19.35373413,6.589181548,12.7911169,104.9447484,81.05234345,1681,102.5065972,42.99991898
BR024-43216,PH43,64.67158565,72.11273054,98.98281548,69.67137731,21.98779589,9.242344008,16.68475909,96.51231324,79.4437602,2034,95.67123843,30.99965278
BR024-43217,PH43,60.72914352,61.04406752,89.98125391,63.729375,22.37236239,8.36548433,16.80998214,92.34372685,68.0101853,1783,92.72944444,32.00030093
BR024-43218,PH43,74.84740741,65.2345207,98.00907491,79.79274306,20.49681649,7.744386432,15.06402473,96.2632749,74.03399956,1779,100.7918056,25.94439815
BR024-44111,PH44,61.08418981,47.23432812,92.97524964,63.0844213,22.23806375,7.722357896,15.47005103,75.62457061,56.59321991,1466,97.08469907,36.00050926
BR024-44112,PH44,51.14351852,36.2062778,91.99680567,55.14357639,27.27703757,6.913769357,12.99994213,81.28706224,63.69259122,1364,90.14369213,39.00017361
BR024-44113,PH44,59.2350463,33.2804929,89.98750174,64.23493056,24.32656278,6.229475372,11.53560723,73.20038571,58.68785117,1184,104.2378472,45.00280093
